"There are alot reasons to keep our the despised method of choosing the President. The First reason is because Certainty of Outcome, in the text its states that ""The reason is that the winning candidate's share of the Electoral College invariably exceeds his share of the popular vote. Another example from the text is ""Obama, he recieved 61.7 percent of the electoral vote compared to only 51.3 percent of the popular votes cast for him and Romney... because all of the states award electoral votes on a winner-take-all basis.

Another reason is that the Electiral College requires a presidential candidate to have trans-regional appeal,in that case, no region has enough electoral votes to elect a president, a solid regional favorite such as Romney was in the South , has no reason to campaign in those states because of the poor economy and because its not a wealthy state, he wont be able to campaign heavily. So he left with no votes and would have to find his Electoral College votes in a more suitable area. In the text its states that ""It is a Desriable result because a candidate with regional appeal is unlikely to be a successful president.""

Also the Electoral College restores some of the weight in the political balance the large states by population lose by virtue of the mal-apportionment Senate decreed in the Constitution. My proof is in the text ""The popular vote was very close in Florida in 2012 nevertheless Obama who won the that vote got 29 electoral votes. A same victory by the same margin in Wynoming would net the winner only 3 electoral votes.""So, other things equal, a large state gets more attention compared to a small state.

And Finally the Electoral College avoids the problemof elections in which no candidate recieves a majority of the votes cast. For example ""Richard Nixon in '68 and Bill Clinton in '92 both had on 43 percent plurality of the popular votes, while winning a majority in the in the Electoral College.

In Conclusion I think that the we should keep Electoral Colleges and changing to election by popular voting to vote for a President.    ",0,persuade_corpus,2
"Driving smart cars that drive by themself has it's pros and cons. People can come up with a great deal of reasons on why we should or shouldn't have them. Every time someone thinks of the furture they think of fyling cars, cars that drive by themself. But is the furture really that far away from having driverless cars? Should people be allowed to drive cars that drive themself? In my argument against the development of these driverless cars you will hear the pros and cons having this and why we should or shouldn't have them.

First let's start off with the pros of having driverless cars. One would have to be that it would save a ton of fuel, and protentionly help the earth as the yers go by. Driverless cars could also save a bundle of car wrecks everday. By limiting the careless drivers that are in a hurry to get places or not paying attention. Another pro is that it would help people that would be killed by drunk drivers. It would bring down the numbers of death due to car wrecks. It would save a mass of time on the roads for people who are traveling, because there would not be tons of traffic jams due to the lack of car wrecks becasue they won't be in a hurry and driving wreckless.

Now for the cons of having driverless cars. For starters it would cost a bundle of money to make all these smart cars. What if you don't want to get a smart car that drove itself, would you have to? Also would everyone get rid of there old cars and where would they go? Another thing is as a mass of us know technology does not always work when we want it too and is not always on our side. So the car could stop working on us. In the article it said that they made a road that was smart, but that would cost way to much money to replace all the roads and a ton of time spent doing it. The whole car would relay on sensors that could go out at anytime, whenever they wanted to, and however they wanted too.

In my personal argument, I would not trust a car that could give out at anytime it wanted to nor would I want to. Another reason it would cost way to much money to make. Although it could save a big deal of car wrecks due to wreckless drivers, the cars could be just a dangerous. As I stated before technology is just something that is unexpected and you can't really relay on it.    ",0,persuade_corpus,4
"Dear Principal,

I believe that students at school should not be allowed to have cell phones at school. I have noticed that some female students carry around purses. In class they may keep the purse next to them and silently text on their cell phone inside. Other times phones may ring during class as kids intentionally have not shut off their phones. This may sometimes be an accident as someone may be called when the phone, in the students pocket, has pushed against something as they sit down in a chair or stand against a wall. The inexcusable thing is when a student is either playing a game, texting, or calling somebody on their cell phone during lunch. It causes a lot of loud noise, and yelling, as well as theft of cell phones once in a while. This makes me angry that students are abusing the privilege to even bring in their cell phones for use after school, for contact with a parent or guardian. I believe all these reasons prove that many students can not be trusted with bringing in a cell phone during class time.

Look at some more facts. The majority of misbehavior involving cell phones comes from the female students. It seems that texting is mainly used by female students and can be used for bullying and threats. Male students are also a nuisance as they constantly check and play games on their cell phones during class time. This also applies to a large majority of female students. I think this serves as the perfect reason for taking away cell phone privileges. It causes a majority of bullying and misbehavior which causes detentions and the lowering of grades. Please take my letter into account.

Sincerely,

STUDENT_NAME",0,persuade_corpus,0
"Dear Principal,

Community service should not be required by all students. Although community service is a wonderful thing, service should never be forced. I think it shouldn't be required because when students are required to do something they usually don't want to do it and because maybe someone's life really is too busy for it.

Forcing someone to do service defeats the point of it. When you are serving others you are doing it to be kind, but if you had no option then you're doing it for no reason. People are always grateful when others serve them but most of the time they aren't as thankful if they know that serving them wasn't the persons option, and had they been given a choice they probably wouldn't have done it.

Teenagers don't like it when they are told what to do. It's a rebellious stage of life when they think they can do whatever pleases them. So naturally if someone tells them that they absolutely must do something, they automatically think no way. If they have an attitude like this it will ruin the experience and they won't get the good feeling people do when you serve others. They might dislike it so much that they don't even do service when they're grown up. They resent people that tell them they have to do something, and then they are ornery towards everyone else afterwards.

Another reason community service shouldn't be required is because someone might not have time. If they had lots of little siblings and both their parents were at work all day, then they would have to watch them and they would never find time to do things such as community service. Also someone that doesn't excel in school but wanted to get a scholarship would probably have to be working very hard almost all day to get good enough grades. And if someone knew they had no chance at getting a scholarship, but still wanted to go to college would have to be working hard in school and they would need a job so they would be able to pay for all the expenses of college. Another example would be someone that isn't good in school but is very talented in sports. They would want to be doing their sport so that they could be good enough to get an athletic scholarship.

Therefore community service should be recommended to students, not required because when people serve they should do it willingly, and if they don't they won't have a good attitude about it. Teenagers have a mind of their own so being told what to do bothers them to the point of them never doing it again, and some peoples life may be full of various activities already so they simply don't have the time for it.

Thank you for your time,

STUDENT_NAME   ",0,persuade_corpus,0
"My argument for the development of the driverless cars is that we should have them. These cars should be allowed to be made, they can become really helpful to people. They can also provide really good safety features. The diverless car will help the environment, it will spend less of our natrual resources that we use. These cars will change the way our future will look like.

First of all, the diverless cars will help tons of people around the world. Think of all the handicap people on this earth who can't drive. These cars will change their lives. They can travel by their selfs, instead of people picking them up to go places. There might be people who become drunk or injured and they need to go to their house or hopistal. With these cars they can get there.

Second, the driverless car can provide really good safety features. The cars will have a lot of sensors. When Google modifed their Toyota Prius, they use position-estimating senosors, rotating sensors, video cameras, four automotive radar sensors, etc. They put all theses thing on a car to make it safe and to drive on its own. The driverless car can have all these features to be a very safe car to drive.

Last, the driverless cars will help the environment and will spend less of our natrual resources. A Google cofounder Sergey Brin says, that the cars he foresees would use half the fuel of taday's taxis and offer far more flexiblity than a bus. These driverless cars provide less car accidents. With less accidents people won't get killed or injured.

The driverless car will aslo provide less money of fuel.

In conclusion, the driverless cars will change our future. It will help people get around easily. The cars will provide greay safety features. Its will also help the environment. I hope i would be able to see these driverless car around someday. ",0,persuade_corpus,3
"Studying Venus is dangerous but there is good insight we can find in this.

First,In ""The Challenge of Exploring Venus"" the author says ""Earth's ""Twin"", Venus is the closest planet to Earth in terms of density and size"". Since it has a lot in common with Earth it is good to have a litle insight on this planet. In the article it says that"" The planet has a surface of rocky sediment and includes familiar features sich as valleys, moutains, and craters"" this shows how much Earth and venus have incommon. This also gives us an opertunity to take a planetary visit to Venus in the future. Despite the dangers it could cause on someone.

Next, in the reading it says that Venus has"" A thick atmosphere of almost 97 percent carbon dioxid blankets"" This is one example of how dangerous Venus is. In the article is says"" Also notable, Venus has the hottest surface temperatue of any planet in our solar system, even though Mercury is closer to the Sun"" This is another example of how dangers Venus is. However going to Venus is not a bad idea beacuse life form could have been there in the past. People believe life forms could have existed beacuse of the examples like caters, moutains, and valleys. Despite Venus being the hottest planet in our solar system.

Then, on that note Venus is not the cloestet planet to the sun but has the highest tempature than all of your planet's in the solar system. However studying Venus can give us insight on what to make to prevent for somone or something burning on its surface. While we have been studying Venus all we have seen is a look from a ship orbiting above the planet, that gives us little intel on it surface. We get little intil from that beaucse "" most forms of light cannot penetrate the dense atmosphere"". However if scientists seeking to conduct Venus will have to get closer to the planet.

Lastly, in the reading it says"" Venus, sometimes called the ""Evening Star,"" is one of the brightest points of light in the night sky"" but not all people know that Venus is not a star it is a planet. However to a amateur stargazer it may just look like another star. Venus is called Earths twin beaucse of how alike they are in distance. Some scientist think this is intersting and want to look into this planet despite the dangers of it. Some scientist have looked into Venus but only have sent unmanned trips. The reasoning is the ship would only last a new hours at the most on Venus.

In Conclusion,Venus is a every intersitng plaet to look into. Despite the dangers it can cause.                ",0,persuade_corpus,3
"Technology in society is constantly innovating and becoming more complex. Over time, different manufacturers have tried to create successful, driverless cars. People have mixed feelings towards this for many reasons including safety and control. However, these people are not thinking about the greater outcomes of what could happen with these innovative cars. Overall, driverless cars would be very beneficial to society and the world.

Driverless cars can open up many new windows for society. Companies like Google are already experimenting with this. Since there is not legislation completely prohibiting the use of semi-autonomous cars in California, Google has taken advantage of this by using their cars to aid them in mapping the world. They have used their driverless cars to help gain more info for Google Maps. Society will gain more information about the surrounding land. This is just one possibility with these new cars.

Along with gaining new information, driverless cars can help people multitask. This is also prevalent with Google Maps. As the car scans and takes pictures of the land around it, the person in the car is able to track down and record the appropriate data. People will be able to do more with driverless cars which is more efficient. This will benefit large companies as they will be able to do more with their time. However, for many this leads to problematic thoughts. People are in fear that these cars will have safety problems and that humans will lose control. In the article ""Driverless Cars Are Coming,"" the author discusses this possible problem thouroughly. There is common misconception that driverless cars will be completely automatic, but this is not the case. Driverless cars are more for assisting rather than they are for driving. The person in the car still needs to remain alert in cases where they might need to take over. This shows that the car does not have complete control.

Another major concern is whether or not these cars are entirely safe. In the article, the author also mentions how the in-car system itself is a safety feature. The article mentions how manufacturers hope to bring in in-car entertainment and information systems that use heads-up displays. Anytime the person needs to take over the car, these displays can be turned off instantly. This is something that is not availables to drivers who are texting while driving. This shows how these driverless cars may even be safer than regular, self-driven cars.

To conclude, one of the greatest reasons that society should move forward with this innovative idea is that this groundbreaking technology can be beneficial in fields outside of automobiles. If engineers can successfully create an automatic car, what else will they be able to produce? More automatic devices could be created with this technology. In this fast-paced world, emptying up time is incredibly beneficial as people will then be able to do greater things. This is something that has been proven to be true since the beginning of time. Innovations such as the printing press, for example, showed this. As technology took over the mundane task of handwriting papers, printers now had more time to complete their own duties. This lead to more efficiency as well as more time for newer innovations. This ultimately helps society as a whole, and this is why driverless cars need to become successful.",0,persuade_corpus,1
"As an eighth-grade student, I have noticed that many people, including myself, struggle to achieve their goals and become the person they truly want to be. This is because people often try to fit into predetermined roles and expectations rather than embracing their unique qualities and talents.

One reason why people may not be happy with their decisions is that they may feel pressure to conform to societal norms and expectations. For example, some people may feel that they need to have a certain job or income level in order to be successful or happy. However, these expectations may not align with their personal values or passions, leading to feelings of unhappiness and dissatisfaction.

Additionally, the world can have a significant impact on people's ability to achieve their goals and become the person they want to be. For example, external factors such as economic conditions, political instability, and natural disasters can make it difficult for people to achieve their goals.

In my opinion, the quote by Ralph Waldo Emerson, ""Do not go where the path may lead, go instead where there is no path and leave a trail,"" is particularly relevant to this issue. Emerson encourages people to forge their own path and not be afraid to take risks and make their own way in the world. By embracing their unique qualities and talents, people can achieve their goals and become the person they truly want to be.

In conclusion, people often struggle to achieve their goals and become the person they truly want to be because they may feel pressure to conform to societal norms and expectations or be impacted by external factors. However, by embracing their unique qualities and talents, people can achieve their goals and become the person they truly want to be. As Ralph Waldo Emerson once said, ""Do not go where the path may lead, go instead where there is no path and leave a trail.""",1,llammistral7binstruct,4
"Taking Classes from Home

Some students want to take classes from home but others decided at the school or college . If they chose to take class at home they would have a way of online or video conferencing. I think its a good idea to take classes from home because it would be easier for people who are home schooled to get most work done in the class. Sure it sounds like a bad idea but these examples can help you out.

Attend classes from home

Online or Video conferencing

Helps you focus studying

Can get their work done faster

So hear me out parents, you might disagree on this idea but confronting them thats it is a good idea. But if others want to attend classes is school or college, its okay if you want you can choose if you wanna take class at home or in school. People around can always make a decision on attending class somewhere. In conclusion people can benfit if they want to attend school or not. I hope these tips helped you. Thank you for your time. ",0,persuade_corpus,3
"Dear Principal,

In the policy containing that students should not have a grade C average to participate in school sport programs that they enjoy or any other school related activities should be changed to having a grade B average.

If you allow them to be apart of something they enjoy and care about then they shouldn't have a grade C average. Students that do what they enjoy and care about such as sports and or school activities should care enough to make the good grades for those activities. Being in those activities and sports is a privilege. Not something that is just given to you. They should care enough to make the required grades if they really wanted to play that sport or activity. Let the student know that they should have better grades in order to play the sport. It's up to them to get that grades to play the game or be in the activity. If they want to continue playing the sport or activity then they should get the grades required such as a grade B average. By telling the students that they should have a grade B average lets them know that they need to work harder to succeed. By working hard to get what they want is a great experience for the student so it teaches them to focus on whats important and be responsible for there work and what they care about. Later in life they may not have much trouble doing what needs to be done and getting it done with ease.

The policy in my opinion should be changed to the requirements of having a B average in order to play school sports and participating in school activities.

Sincerely, STUDENT_NAME",0,persuade_corpus,2
